Reference Handle,Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Category,GTIN,Square Online Item Visibility,Item Type,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Archived,Skip Detail Screen in POS,Default Unit Cost,Current Quantity MacGillivray LLC,Stock Alert Enabled MacGillivray LLC,Stock Alert Count MacGillivray LLC,Modifier Set - Woven Basket,Tax - Sales Tax (6.25%)
#domaine-les-rouches-bleues-la-baraquee-gamay--regular,ESSNAFBMVDMXRAZZ5KUH2ZGO,Domaine Les Rouches Bleues 'La Baraquee' (Gamay),Regular,NA,V585312,Bin 121,Wine,664841103810,visible,Prepared food and beverage,NA,NA,N,Y,27.00,N,N,19,14,Y,5,N,N
#domaine-sancerre-le-petit-conn-table-sauvignon-blanc-regular,C52CVI2DT52AIXHE5QEXRFN2,Domaine Sancerre Le Petit Connétable Sauvignon Blanc,Regular,NA,NA,Bin 234,Wine,616115000387,NA,Physical good,N,N,N,N,19.00,N,N,10.67,34,NA,NA,N,N
#domaine-s-quinot-filles-chablis-regular,3DQF42A3QUKCZDH5ZFHPCBMU,Domaine Séquinot & Filles Chablis,Regular,NA,3760045660016,Bin 98,Wine,3760045660016,NA,Prepared food and beverage,N,N,N,N,25.00,N,N,18.33,2,Y,12,N,N
#domori-nacional-arriba-chocolate-regular,QWSVMUA5OKDJOGSRZVLW5GRY,Domori - Nacional - Arriba - Chocolate,Regular,NA,4357397,NA,FOOD,8026861042050,hidden,Prepared food and beverage,NA,NA,NA,Y,9.00,N,N,NA,0,Y,4,N,N
#don-bocarte-white-anchovies-regular,U22LXSX6IRKHQB3WGF6WGLQ5,Don Bocarte White Anchovies,Regular,NA,8436534811768,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,NA,27.00,N,NA,13.99,0,NA,NA,N,N
#dona-matilde-finest-reserve-port-regular,Z2GO2VO2TELZTWJYDLWYXA7E,Dona Matilde Finest Reserve Port,Regular,NA,154643H,NA,Port,5600375681030,hidden,Prepared food and beverage,NA,NA,N,Y,18.00,N,N,12.83,0,Y,3,N,N
#donjon-de-lamarque-regular,64K2IJCXWX6A7RS2KGZ7DWB5,Donjon De Lamarque,Regular,NA,NA,Bordeaux,Europe,3586253010005,unavailable,Prepared food and beverage,N,N,N,N,34.00,N,N,19.98,1,NA,NA,N,N
#dow-s-vintage-port-regular,RLCAL7MPBZJ65DGYFBQE55E5,Dow's Vintage Port,Regular,NA,Z926173,NA,Wine,5010867205246,visible,Prepared food and beverage,NA,NA,N,Y,90.00,N,N,69,1,Y,5,N,N
#dragging-timber-shire-regular,MG7YZWVSJV4AKECYCP4F4AA4,Dragging Timber - Shire,Regular,NA,850789008144,NA,Beer,NA,hidden,Prepared food and beverage,NA,NA,Y,Y,16.00,N,NA,11.03,0,N,0,N,N
#dried-elderflower-tea-regular,A7ZIBU44534AA2LOWTUIPRT7,Dried Elderflower Tea,Regular,NA,195893641345,NA,Alcohol-Free,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,15.00,N,N,8.11,0,Y,3,N,N
#dry-roasted-almonds-regular,SUUQAO3DID443AASBTVWYRY4,Dry Roasted Almonds,Regular,NA,040232433344,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,6.00,N,N,NA,0,Y,6,N,N
#dry-roasted-cashews-regular,6OE252ZSXAZ5LCJAEMK2N3WF,Dry Roasted Cashews,Regular,NA,040232433351,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,8.00,N,N,NA,0,Y,4,N,N
#duck-mousquetaire-artisan-collection-country-style-pate-with-duck-liver-pork-regular,X4TH22HQTYB6JAEQW26CDNAY,"Duck Mousquetaire Artisan Collection Country-Style Pate with Duck Liver, Pork",Regular,NA,NA,NA,FOOD,736622000127,visible,Prepared food and beverage,NA,NA,NA,NA,15.00,N,N,10,3,NA,NA,N,N
#durum-wheat-orecchiette-pasta-regular,NSKLNXI6PIUFQZGONU6NPPFO,Durum Wheat Orecchiette Pasta,Regular,NA,793232111162,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,7.00,N,N,NA,0,Y,4,N,N
#durum-wheat-pappardelle-rigate-pasta-regular,LHZWGXRKUBNVLLRN5LR2WFVB,Durum Wheat Pappardelle Rigate Pasta,Regular,NA,793232111773,NA,FOOD,NA,hidden,Prepared food and beverage,N,NA,NA,Y,7.00,N,N,NA,0,Y,4,N,N
#durum-wheat-penne-rigate-pasta-regular,YARB3RO3LEIM65OWDTKEZLIK,Durum Wheat Penne Rigate Pasta,Regular,NA,793232111087,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,7.00,N,N,NA,-1,Y,4,N,N
#durum-wheat-tonnarelli-all-nero-do-seppia-regular,W27OD7N77LQKYZDXV7DUK4Q2,Durum Wheat Tonnarelli all Nero do Seppia,Regular,NA,793232116006,NA,FOOD,NA,hidden,Prepared food and beverage,N,N,N,Y,8.00,N,N,5.25,0,Y,4,N,N
#dusty-rose-l-regular,BZFCYCFXPQPJCPT2L6VAWKXT,Dusty Rose L,Regular,NA,952955V,NA,Apparel,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,59.00,N,NA,NA,-1,NA,NA,N,Y
#dusty-rose-m-regular,HX6IZ2N6AWZHOIJIMWCPOE7O,Dusty Rose M,Regular,NA,224396H,NA,Apparel,NA,visible,Prepared food and beverage,NA,NA,NA,Y,59.00,N,NA,NA,2,NA,NA,N,Y
#dusty-rose-s-regular,FYVVCICEJIDRRKIH3AHP4GZI,Dusty Rose S,Regular,NA,NA,NA,Apparel,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,59.00,N,NA,NA,0,NA,NA,N,Y
#dusty-rose-xl-regular,ELXHWYU5LSLRBS4VHGQKFR7Q,Dusty Rose XL,Regular,NA,G222516,NA,Apparel,NA,visible,Prepared food and beverage,NA,NA,NA,Y,59.00,N,NA,NA,1,NA,NA,N,Y
#dusty-rose-xs-,4TAWYEAOEKHF4C5BUGNCSX5V,Dusty Rose XS,NA,NA,NA,NA,Apparel,NA,visible,Prepared food and beverage,N,NA,NA,Y,59.00,N,NA,NA,0,NA,NA,N,Y
#early-bird-aloha-granola-regular,2PXUWP2D6D3E424O3CBN3TMI,Early Bird Aloha Granola,Regular,NA,689466139679,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,10.00,N,NA,6.25,7,NA,NA,N,N
#early-bird-chic-a-doodle-doo-granola-regular,WZTMDAFVWU55K7FLDA3PMYVY,Early Bird Chic A Doodle Doo Granola,Regular,NA,689466300000,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,10.00,N,NA,6.25,11,NA,NA,N,N
#early-bird-farmhand-pecan-granola-regular,TCUIU5IPDZWIFD6D4R3PMRXU,Early Bird Farmhand Pecan Granola,Regular,NA,689466139686,NA,FOOD,689466139686,visible,Physical good,NA,NA,NA,NA,10.00,N,NA,6.25,7,NA,NA,N,N
#early-bird-gets-the-worm-granola-with-dried-apples-regular,5BHLFWEXER6BPFEXBOZDDWBC,Early Bird Gets the Worm Granola with Dried Apples,Regular,NA,689466717457,NA,FOOD,689466717457,visible,Physical good,NA,NA,NA,NA,10.00,N,NA,6.25,11,NA,NA,N,N
#early-bird-jubilee-granola-regular,6UHNIT3EUSGZWBTQI3EAOIGU,Early Bird Jubilee Granola,Regular,NA,689466139693,NA,FOOD,NA,unavailable,Physical good,NA,NA,NA,NA,10.00,N,NA,6.25,8,NA,NA,N,N
#early-bird-kiss-my-oats-granola-regular,TFX43B4ZILQHHYYPKDEJ65TC,Early Bird Kiss My Oats Granola,Regular,NA,689466527698,NA,FOOD,689466527698,visible,Physical good,NA,NA,NA,NA,10.00,N,NA,6.25,2,NA,NA,N,N
#edda-san-marzano-regular,LSDLSFD5HC3HQFYXQAHNMJCS,Edda San Marzano,Regular,NA,NA,Bin 177,Wine,811018030022,visible,Prepared food and beverage,N,N,Y,Y,18.00,N,N,12.66,15,Y,5,N,N
#edi-o-ezpeial-sardinhas-em-azeite-regular,7JBWRSZ6VUP4E3G2S7BPN4IO,Edição Ezpeial Sardinhas em Azeite,Regular,NA,EESA,NA,Tinned Fish,NA,unavailable,Physical good,N,N,N,N,15.00,N,N,6.58,0,Y,5,N,N
#effie-s-crispy-corncakes-with-a-hint-of-anise-regular,GGZSHZKC5JNUGBPD54MZLZZE,Effie's Crispy Corncakes with a Hint of Anise,Regular,NA,NA,NA,FOOD,891077002024,visible,Physical good,NA,NA,Y,Y,7.00,N,NA,4.11,12,NA,NA,N,N
#effie-s-homemade-biscuits-gruy-re-regular,APA2YEYCQA6A37HIMDSJVJ6B,Effie's Homemade Biscuits - Gruyère,Regular,NA,891077002246,NA,FOOD,891077002246,visible,Prepared food and beverage,NA,NA,Y,Y,7.00,N,NA,3.55,11,NA,NA,N,N
#effie-s-homemade-lightly-sweet-almond-biscuits-regular,WWK5RGA7IHKCN7CNXORBOWHY,Effie's Homemade Lightly Sweet Almond Biscuits,Regular,NA,891077002222,NA,FOOD,891077002222,visible,Prepared food and beverage,NA,NA,Y,Y,7.00,N,N,3.55,16,Y,12,N,N
#effie-s-homemade-lightly-sweet-ginger-biscuits-regular,ZUEISHCLBKEPVVWRHFSGHJFX,Effie's Homemade Lightly Sweet Ginger Biscuits,Regular,NA,891077002215,NA,FOOD,891077002215,NA,Prepared food and beverage,NA,NA,Y,Y,7.00,N,N,3.55,4,Y,12,N,N
#effie-s-homemade-pecan-biscuits-regular,7CRZK47UBZWA6JUB7LW7LG7U,Effie's Homemade Pecan Biscuits,Regular,NA,891077002031,NA,FOOD,891077002031,NA,Prepared food and beverage,NA,NA,Y,Y,7.00,N,N,3.55,7,Y,12,N,N
#effie-s-homemade-rye-biscuits-regular,S6TEF5RIP22EFMKWJZCXH2HC,Effie's Homemade Rye Biscuits,Regular,NA,891077002079,NA,FOOD,891077002079,visible,Prepared food and beverage,NA,NA,Y,Y,7.00,N,N,4,9,Y,12,N,N
#effie-s-homemade-walnut-biscuits-with-cranberry-and-fennel-regular,2GFOS44WVYCVDRKBHGS26KMN,Effie's Homemade Walnut Biscuits with Cranberry and Fennel,Regular,NA,891077002239,NA,FOOD,891077002239,visible,Prepared food and beverage,N,N,Y,Y,7.00,N,N,3.55,19,Y,12,N,N
#effie-s-oatcake-regular,BCHBEA3CCU6OVDHRVINDYRYA,Effie's Oatcake,Regular,NA,891077002000,NA,FOOD,891077002000,visible,Prepared food and beverage,NA,NA,Y,Y,7.00,N,N,3.55,12,NA,NA,N,N
#ekone-giant-octopus-original-regular,JWEVQEERDSTLX6SHYRHS75GK,Ekone Giant Octopus Original,Regular,NA,NA,NA,Tinned Fish,747094200342,visible,Physical good,NA,NA,NA,NA,13.00,N,NA,8.25,0,NA,NA,N,N
#ekone-oyster-company-original-smoked-oysters-regular,WSSJCG4HDTPSMD6ADS33UAAE,Ekone Oyster Company Original Smoked Oysters,Regular,NA,747094200014,NA,Tinned Fish,747094200014,visible,Prepared food and beverage,NA,NA,NA,NA,13.00,N,NA,8,13,NA,NA,N,N
#ekone-oyster-company-oysters-smkd-lemon-pepper-regular,WQXG7PUUCOAOEXS3UZAJU2YJ,Ekone Oyster Company Oysters Smkd Lemon Pepper,Regular,NA,747094200120,NA,Tinned Fish,747094200120,visible,Prepared food and beverage,NA,NA,NA,NA,13.00,N,NA,8,6,NA,NA,N,N
#ekone-smoked-albacore-tuna-with-lemon-regular,V2QI2M5E54JCADKHAOITMKB3,Ekone Smoked Albacore Tuna With Lemon,Regular,NA,747094200243,NA,Tinned Fish,NA,visible,Prepared food and beverage,NA,NA,NA,NA,13.00,N,NA,7.5,5,NA,NA,N,N
#ekone-smoked-coho-salmon-regular,AZLPTA4APEDYT4QSLW2VR5OM,Ekone Smoked Coho Salmon,Regular,NA,747094200366,NA,Tinned Fish,NA,visible,Prepared food and beverage,NA,NA,NA,NA,13.00,N,NA,7.5,1,NA,NA,N,N
#ekone-smoked-mussels-farmed-raised-regular,OPLHSDGJM3K5WYRWJVRINFNA,"Ekone Smoked Mussels Farmed, Raised",Regular,NA,747094200328,NA,Tinned Fish,747094200328,visible,Prepared food and beverage,NA,NA,NA,NA,13.00,N,NA,7,3,NA,NA,N,N
#elderberry-sugar-free-syrup-regular,W3SIIKRRLX55AISMPDBAEZ6G,Elderberry Sugar Free Syrup,Regular,NA,195893696963,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,Y,15.00,N,N,14.59,0,Y,2,N,N
#elderberry-syrup-regular,HJL4C7N7V6CPAXADRNEG6ARB,Elderberry Syrup,Regular,NA,195893835294,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,Y,25.00,N,NA,13.51,1,NA,NA,N,N
#emerald-vase-regular,AUMANEZJLVBQRRNEAHQVPA56,Emerald Vase,Regular,NA,EMERALD,NA,Pottery,NA,unavailable,Physical good,N,N,N,N,50.00,N,N,25,0,NA,NA,N,Y
#emily-s-biscotti-regular,MO2KRKIAUICE3RIGJQA2SVCI,Emily's Biscotti,Regular,NA,NA,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,NA,6.00,N,N,NA,-30,NA,NA,N,N
#emily-s-chocolate-chip-cookies-regular,7WSNK5H4XOYE65ZZABLXN7MI,Emily's Chocolate Chip Cookies,Regular,NA,NA,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,Y,Y,5.00,N,N,NA,-54,NA,NA,N,N
#emily-s-croutons-regular,QJV4VWHXP6R3MDB4G4T474BE,Emily's Croutons,Regular,NA,NA,NA,FOOD,NA,hidden,Prepared food and beverage,N,N,Y,Y,5.00,N,N,3.5,-13,NA,NA,N,N
#emily-s-granola-regular,5HANOHTQQHDFUJXMFE2GNXEO,Emily's Granola,Regular,NA,NA,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,N,Y,6.00,N,N,5,-134,NA,NA,N,N
#emily-s-marshmallows-regular,TUWBELWT3QFM73OMGHBRBQEJ,Emily's Marshmallows,Regular,NA,NA,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,NA,6.00,N,N,NA,-28,NA,NA,N,N
#emily-s-raisin-poppyseed-cookies-regular,PVJMTZ6BD3TQLSW6HYRGWF2I,Emily's Raisin Poppyseed Cookies,Regular,NA,NA,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,Y,Y,5.00,N,N,NA,-2,NA,NA,N,N
#encosta-das-perdizes-reserva-alentejo-regular,GGNRC5NJRSNWCDWJU7GEDBRG,Encosta Das Perdizes Reserva Alentejo,Regular,NA,NA,"Bin 55

Encosta das Perdizes Reserva Lentejo is a red wine that's so smooth, it's like drinking velvet. One sip, and you'll feel like you're wrapped in a warm, cozy blanket, surrounded by puppies and rainbows. It's the kind of wine that makes you forget your problems and focus on what really matters in life - like how to convince your boss to let you work from home permanently so you can spend more time sipping on this wine. Encosta das Perdizes Reserva Lentejo is like a good friend who's always there for you, with its fruity aroma and deliciously rich taste. So, go ahead, pour yourself a glass (or a bottle - we won't judge), and let this wine be your companion through thick and thin.",Wine,5602445003100,hidden,Prepared food and beverage,N,N,N,Y,13.00,N,N,8,0,N,0,N,N
#equator-coffees-decaf-equator-blend-roasted-whole-bean-coffee-regular,IED5XCCYIYVPGX57NEHNC4ZA,"Equator Coffees Decaf Equator Blend, Roasted, Whole Bean Coffee",Regular,NA,NA,NA,Alcohol-Free,814307000256,hidden,Prepared food and beverage,NA,NA,Y,Y,16.00,N,NA,8.95,0,NA,NA,N,N
#equator-coffees-equator-blend-roasted-whole-bean-coffee-regular,SH737VY4FV6AKFSVXEWJMLSN,"Equator Coffees Equator Blend, Roasted, Whole Bean Coffee",Regular,NA,NA,NA,Alcohol-Free,814307000218,hidden,Prepared food and beverage,NA,NA,Y,Y,16.00,N,NA,8.8,0,NA,NA,N,N
#equator-coffees-organic-mocha-java-coffee-regular,NTMGMVQVPXOLENVGGIYQITKV,Equator Coffees Organic Mocha Java Coffee,Regular,NA,NA,NA,Alcohol-Free,814307000119,hidden,Prepared food and beverage,NA,NA,Y,Y,17.00,N,NA,9.35,0,NA,NA,N,N
#equator-coffees-tigerwalk-espresso-roasted-whole-bean-coffee-regular,4XL6TMPSSRSB2X7I3RVOJPRX,"Equator Coffees Tigerwalk Espresso, Roasted, Whole Bean Coffee",Regular,NA,NA,NA,Alcohol-Free,814307000195,hidden,Prepared food and beverage,NA,NA,Y,Y,16.00,N,NA,8.95,0,NA,NA,N,N
#equilibrium-double-fractal-four-pack-can-regular,4ASD47K5QRGDXHYAIWUP3I24,Equilibrium - Double Fractal - Four Pack Can,Regular,NA,Q912248,NA,Beer,860007292200,hidden,Prepared food and beverage,NA,NA,N,Y,21.00,N,N,15.6,0,N,4,N,N
#equilibrium-mc2-four-pack-can-regular,LN7PITMESJJ7QPJXPTUXI4SP,Equilibrium - MC2 - Four Pack Can,Regular,NA,289214P,Equilibrium Brewery,Beer,860003813812,hidden,Prepared food and beverage,NA,NA,N,Y,20.00,N,N,14,0,N,5,N,N
#erastus-abbey-style-tripel-regular,ZOI7G5EA7SOOQRYN7GSCC7AV,Erastus - Abbey-Style Tripel,Regular,NA,040232274367,NA,Beer,NA,hidden,Prepared food and beverage,NA,NA,Y,Y,20.00,N,NA,14,0,N,0,N,N
#ewe-s-blue-roquefort-style-regular,SQHT3G54I2LQUPPEZ6RMXHPC,Ewe's Blue Roquefort Style,Regular,NA,639511400025,NA,FOOD,639511400025,visible,Prepared food and beverage,NA,NA,Y,Y,13.00,N,N,8.85,6,NA,NA,N,N
#extra-large-platter-regular,K4THPB2KHPXH2YWSLXNOMDJD,Extra Large Platter,Regular,NA,PLAT,NA,Pottery,NA,unavailable,Physical good,N,N,N,N,350.00,N,N,175,0,NA,NA,N,Y
#extra-small-vase-regular,PKBRP6JP3M2DVWT4EY6UTWCR,Extra Small Vase,Regular,NA,XSMALL,NA,Pottery,NA,unavailable,Physical good,N,N,N,N,50.00,N,N,25,0,NA,NA,N,Y
#eyrie-vineyards-pinot-noir--regular,UOSQHSYEXTNVDNKVYCO5S6FA,Eyrie Vineyards (Pinot Noir),Regular,NA,6426616,Bin 156,Wine,781753059049,visible,Prepared food and beverage,N,N,N,Y,50.00,N,N,43.33,9,Y,5,N,N
#falkenstein-riesling--regular,532L2K3AEIQH2EKQX5KQBOHW,Falkenstein (Riesling),Regular,NA,8361624,"Bin 171
new stock has different GTIN",Wine,8051499791322,visible,Prepared food and beverage,N,N,N,Y,26.00,N,N,19,17,Y,5,N,N
#fallot-imported-french-dijon-mustard-7-oz-regular,ID6IJYAUXEAPAXXPBNNS4QBD,Fallot Imported French Dijon Mustard 7 oz,Regular,NA,719235002412,NA,FOOD,719235002412,unavailable,Physical good,N,N,N,N,6.00,N,N,3.99,2,NA,NA,N,N
#felix-green-scarves-regular,4XTZAFMTQR6SIJRGUNRSRRDU,Felix Green Scarves,Regular,NA,NA,NA,Merchandise (non-food),NA,visible,Prepared food and beverage,NA,NA,NA,NA,24.00,N,NA,NA,4,NA,NA,N,N
#felted-small-doll-regular,L6CYAQWO2I7GC2426RXELNXD,Felted Small Doll,Regular,NA,FSD,NA,Art,NA,visible,Physical good,NA,NA,NA,NA,30.00,N,NA,24,4,NA,NA,N,Y
#ferdinando-principiano-barolo-serralunga-regular,VPSL6OU5KBZKD5SQ6TYPSWTZ,Ferdinando Principiano Barolo Serralunga,Regular,NA,8056039310704,NA,Wine,NA,hidden,Prepared food and beverage,N,N,Y,Y,48.00,N,N,33.33,0,Y,5,N,N
#ferraton-crozes-hermitage-la-matiniere-syrah--regular,DVLVAGOGGGPJH7IQV3DOQBRK,Ferraton Crozes-Hermitage 'La Matiniere' (Syrah),Regular,NA,3142020,NA,Wine,875734000547,visible,Prepared food and beverage,N,NA,N,Y,26.00,N,N,18.66,0,N,12,N,N
#fever-tree-beer-ginger-premium-16-9-bottle-regular,ROX5EUFXEDLVNENHQZ4E7PWU,Fever Tree Beer Ginger Premium 16.9 Bottle,Regular,NA,898195001427,NA,Alcohol-Free,898195001427,visible,Prepared food and beverage,NA,NA,NA,NA,4.00,N,NA,2.43,0,NA,NA,N,N
#fever-tree-club-soda-four-pack-regular,WVAKGPKYOUHUG5IAKSZWIASP,Fever Tree Club Soda Four Pack,Regular,NA,898195001137,NA,Alcohol-Free,898195001137,unavailable,Physical good,N,N,N,N,10.00,N,N,4.41,5,NA,NA,N,N
#fever-tree-ginger-beer-8-can-pack-regular,SZBYJHSDJVG3URPGP6TBISM3,Fever Tree Ginger Beer 8 Can Pack,Regular,NA,812136030598,NA,Alcohol-Free,812136030598,NA,Prepared food and beverage,N,N,N,N,12.00,N,N,7,0,NA,NA,N,N
#fever-tree-margarita-mix-regular,GQKYVWCUQ6KI3SN4HK6POTEB,Fever Tree Margarita Mix,Regular,NA,NA,NA,Alcohol-Free,812136031922,visible,Prepared food and beverage,N,N,Y,Y,11.00,N,N,6.17,3,Y,2,N,N
#fever-tree-blood-orange-ginger-beer-4-pk-bottles-regular,KQTOSD4QZWGZZJRFKLD5EU7P,Fever-Tree Blood Orange Ginger Beer 4 Pk Bottles,Regular,NA,NA,NA,Alcohol-Free,812136031816,unavailable,Prepared food and beverage,N,N,N,N,10.00,N,N,5,0,NA,NA,N,N
#fever-tree-classic-bloody-mary-mix-oz-regular,73X7HA67WDA5JK3FF3MUNOG3,Fever-Tree Classic Bloody Mary Mix oz,Regular,NA,NA,NA,Alcohol-Free,812136031885,unavailable,Prepared food and beverage,N,N,N,N,11.00,N,N,6.87,1,NA,NA,N,N
#fever-tree-club-soda-regular,YRC54DDSHFIQLNKSFJLA7ES7,Fever-Tree Club Soda,Regular,NA,898195001489,500 mL bottle,Alcohol-Free,NA,unavailable,Physical good,N,N,N,N,6.00,N,N,2.43,0,NA,NA,N,N
#fever-tree-ginger-beer-fl-oz-regular,22ACW4UHACAZV3B3FICJQKAC,Fever-Tree Ginger Beer Fl Oz,Regular,NA,898195001274,NA,Alcohol-Free,898195001274,unavailable,Physical good,N,N,N,N,10.00,N,N,NA,0,NA,NA,N,N
#fever-tree-hg2501872-8-x-5-07-oz-club-soda-cans-regular,Y7KMENBTSOZ5SABDJJP5TQC5,Fever-Tree HG2501872 8 x 5.07 oz Club Soda Cans,Regular,NA,812136030215,NA,Alcohol-Free,812136030215,unavailable,Prepared food and beverage,N,N,N,N,12.00,N,N,7.43,0,NA,NA,N,N
#fever-tree-handpicked-tonic-water-glass-bottles-elderflower-regular,ITYUPOO3NKL4TB47AXW2H523,"Fever-Tree Handpicked Tonic Water Glass Bottles, Elderflower",Regular,NA,898195001656,NA,Alcohol-Free,898195001656,NA,Prepared food and beverage,N,N,N,N,10.00,N,N,5,9,NA,NA,N,N
#fever-tree-naturally-light-tonic-water-made-with-natural-quinine-oz-regular,GN5ITK6F7OC5EC4JH3QPD5J4,Fever-Tree Naturally Light Tonic Water Made With Natural Quinine Oz,Regular,NA,898195001175,NA,Alcohol-Free,898195001175,unavailable,Physical good,N,N,N,N,10.00,N,N,NA,2,NA,NA,N,N
#fever-tree-premium-indian-tonic-water-regular,HT3ELYNQP3OI3K6PXGZ25QVK,Fever-Tree Premium Indian Tonic Water,Regular,NA,898195001755,NA,Alcohol-Free,898195001755,unavailable,Prepared food and beverage,N,N,N,N,12.00,N,N,4.91,0,NA,NA,N,N
#fever-tree-refreshingly-light-tonic-water-regular,DB4XGBVWMY3362S5HTG5J3Q7,Fever-Tree Refreshingly Light Tonic Water,Regular,NA,898195001762,NA,Alcohol-Free,898195001762,unavailable,Prepared food and beverage,N,N,N,N,12.00,N,N,6.5,0,NA,NA,N,N
#fever-tree-sparkling-pink-grapefruit-cocktail-mixers-6-8-fl-oz-regular,JEDCXRI72ABE67R2W25NZCLU,"Fever-Tree Sparkling Pink Grapefruit Cocktail Mixers, 6.8 Fl Oz",Regular,NA,812136030277,NA,Alcohol-Free,812136030277,unavailable,Prepared food and beverage,N,N,N,N,10.00,N,N,4.95,0,NA,NA,N,N
